part_name,brand,model,year_start,year_end,row_count,product_id_count,product_id_sample,median_price,min_price,max_price,rows_per_product_id
"tank lid - , e-",vw,golf,2013,2020,18,3,"61779175, 62187719, 66703902",59.150000000000006,59.0,59.5,6.0
tank transmitters -,skoda,octavia,2005,2013,18,3,"54373456, 54375958, 54381558",47.349999999999994,47.2,47.6,6.0
"thermostat housing / cap - , e-",vw,golf,2004,2009,18,3,"54347769, 54420181, 54652849",35.6,35.4,42.8,6.0
throttle housing -,skoda,octavia,2013,2020,18,3,"53989118, 54071165, 55966413",142.0,141.5,142.8,6.0
"trailing link rear - , e-(left upper)",vw,golf,2009,2013,18,3,"54246609, 55786133, 62729114",47.349999999999994,47.2,47.6,6.0
"trailing link rear - , e-(left)",vw,golf,2009,2013,18,3,"53591509, 54004599, 59888970",82.85,76.7,95.2,6.0
trailing link rear -(right),skoda,octavia,2013,2020,18,3,"58937123, 60226057, 64800332",83.0,82.6,84.5,6.0
turbo aggregate -,toyota,corolla,2002,2007,18,3,"53617942, 54529615, 54777206",118.6,117.9,142.8,6.0
"valve cap - , e-",vw,golf,2004,2009,18,3,"53601348, 54272491, 54393293",47.4,47.2,53.5,6.0
abs hydraulic aggregate -,skoda,octavia,2013,2020,17,3,"54214832, 54222147, 54284957",666.6,607.4,672.4,5.67
"alternator bracket / accessories - , e-",vw,golf,1998,2006,17,3,"53699195, 54545748, 54576135",47.2,35.4,47.6,5.67
"battery box / fixing / holder - , e-",vw,golf,2013,2020,17,3,"53436195, 53437268, 53438834",35.5,35.4,35.7,5.67
"deliverer - , e-",vw,golf,2013,2020,17,3,"64863773, 64863775, 64863779",236.8,235.9,238.0,5.67
diesel tank -,skoda,octavia,2013,2020,17,3,"54687352, 54688491, 63021001",237.2,235.9,321.3,5.67
dragkrok styrenhet -,skoda,octavia,2013,2020,17,3,"61997585, 65114099, 65784734",129.5,100.2,130.9,5.67
"dörr styrenhet - , e-(left)",vw,golf,2013,2020,17,3,"53407814, 53419308, 53419701",106.4,106.1,107.1,5.67
"fuel tank lid - , e-",vw,golf,1998,2006,17,3,"54341902, 54360755, 54411874",17.7,17.7,17.8,5.67
"gear lever - , e-",vw,golf,2013,2020,17,3,"53940105, 55904254, 62029274",177.6,176.9,178.5,5.67
"ignition diesel relay - , e-",vw,golf,2004,2009,17,3,"54064944, 54427678, 54547761",23.7,5.9,38.1,5.67
insp.pump diesel control unit -,skoda,octavia,2005,2013,17,3,"53840962, 53858012, 56915273",355.2,353.8,357.0,5.67
kamera utvändig -,skoda,octavia,2013,2020,17,3,"53431937, 54683089, 66430359",294.9,212.3,297.5,5.67
ljusinställning lägesgivare -,skoda,octavia,2005,2013,17,3,"56810305, 56811487, 65392594",71.2,70.8,78.0,5.67
other control unit -,skoda,octavia,2020,2027,17,3,"53590727, 56649098, 56649099",236.8,235.9,238.0,5.67
sump -,skoda,octavia,2013,2020,17,3,"64643597, 64902844, 66401424",106.4,95.2,119.0,5.67
"trailing link rear - , e-(right upper)",vw,golf,2013,2020,17,3,"54077263, 54254408, 55078289",47.3,47.2,47.6,5.67
"trailing link rear - , e-(right)",vw,golf,2004,2009,17,3,"53833336, 54360181, 65059352",83.8,76.7,84.5,5.67
brake disc -(front),skoda,octavia,2005,2013,16,3,"53783208, 54094531, 54099834",11.9,11.8,17.8,5.33
rain sensor -,skoda,octavia,2013,2020,16,3,"53453680, 53992837, 58994424",94.6,94.4,95.2,5.33
rear sensor -,skoda,octavia,2020,2027,16,3,"54678479, 63043738, 66173210",59.3,59.0,85.7,5.33
brake caliper -(left rear),skoda,octavia,2013,2020,15,3,"53380463, 53493733, 62238839",154.2,153.4,178.5,5.0
other sensor -,skoda,octavia,2013,2020,15,3,"54618191, 54679054, 54687528",35.5,35.4,35.7,5.0
trailing link rear -(left),skoda,octavia,2013,2020,15,3,"58937124, 60226053, 64800345",83.0,82.6,84.2,5.0
abs hydraulic aggregate -,skoda,octavia,2020,2027,13,3,"54672150, 64592399, 66910398",675.7,648.7,714.0,4.33
airbag control unit -,toyota,corolla,2002,2007,13,3,"53729424, 53729426, 54045902",260.5,236.8,261.8,4.33
airbag front sensor -(left),toyota,corolla,2002,2007,13,3,"54555195, 54579179, 54647883",47.4,47.2,47.6,4.33
central lock control unit -,toyota,corolla,1993,1997,13,3,"53831847, 53834371, 54498321",41.4,35.5,41.6,4.33
central lock control unit -,toyota,corolla,1998,2001,13,3,"53614687, 53621030, 54463527",41.6,33.7,47.6,4.33
engine diesel -,toyota,corolla,2008,2012,13,3,"59692172, 60793089, 64470037",903.3,828.8,952.0,4.33
rear axle beam -,skoda,octavia,2005,2013,13,3,"53371576, 54315884, 60214930",303.4,296.0,321.3,4.33
rear sensor -(interior),toyota,corolla,2019,2027,13,3,"65594680, 65594689, 65594701",59.2,59.0,59.5,4.33
tank lid -,toyota,corolla,2019,2027,13,3,"53838227, 62148794, 65400005",59.2,41.4,59.5,4.33
throttle housing -,toyota,corolla,2013,2018,13,3,"58399521, 64487421, 65066105",154.1,153.3,154.7,4.33
"engine casing - , e-",vw,golf,2013,2020,12,3,"63196643, 64589396, 66767101",71.0,70.8,71.4,4.0
"fuse box / electricity central - , e-",vw,golf,2009,2013,12,3,"54375921, 57524010, 64796630",101.9,94.6,107.1,4.0
gear box bracket -,toyota,corolla,1998,2001,12,3,"54508091, 54622479, 54635083",47.4,47.2,47.6,4.0
hand brake lever -,toyota,corolla,2008,2012,12,3,"53881176, 54134876, 54516999",47.4,35.5,47.6,4.0
"sump - , e-",vw,golf,2004,2009,12,3,"53467783, 53606468, 60492911",100.65,94.4,107.1,4.0
air purifier -,skoda,octavia,2005,2013,11,3,"54265057, 65210861, 65484076",94.4,82.6,94.9,3.67
fuse box / electricity central -,skoda,octavia,2005,2013,11,3,"53681429, 62837517, 66697711",100.8,85.3,101.7,3.67
suspension -(rear),toyota,corolla,2002,2007,9,3,"53817908, 53827878, 62465186",47.4,35.5,47.6,3.0
clutch cylinder main -,toyota,corolla,1998,2001,8,3,"54028562, 54316338, 54544437",47.3,23.7,47.6,2.67
distributors vacuum regulator -,toyota,corolla,1998,2001,8,3,"54573063, 54574618, 54575452",100.6,100.2,101.1,2.67
drive shaft -(left front),toyota,corolla,2002,2007,8,3,"60132522, 63710432, 64578967",213.25,177.6,236.8,2.67
fuel pump electric -,toyota,corolla,2002,2007,8,3,"54553339, 54557769, 55593930",100.6,100.2,101.1,2.67
hand brake lever -,toyota,corolla,1998,2001,8,3,"53817071, 53829075, 54365316",47.3,35.5,47.6,2.67
tank transmitters -,toyota,corolla,2002,2007,8,3,"54164860, 54556663, 60218544",35.45,17.8,35.7,2.67
actuator loom -,toyota,corolla,2019,2027,3,3,"55828294, 61768055, 61768469",50.6,47.4,50.6,1.0
airbag front sensor -(right),toyota,corolla,1998,2001,3,3,"53921012, 54547853, 54586039",35.5,35.5,41.4,1.0
alternator -,toyota,corolla,2002,2007,3,3,"53705345, 53713804, 53727775",130.2,118.4,130.2,1.0
automatic gear-,toyota,corolla,2019,2027,3,3,"59269879, 63353320, 65097247",2975.0,2723.2,3064.3,1.0
drive shaft-(right front),toyota,corolla,2019,2027,3,3,"64546406, 65865835, 66434290",353.8,297.5,357.0,1.0
"gear box 5 speed- , e-",vw,golf,2013,2020,3,3,"58672402, 59207247, 63158314",1963.5,1803.4,2023.0,1.0
hand brake lever -,toyota,corolla,1993,1997,3,3,"53836781, 54365466, 54365505",35.5,35.5,41.4,1.0
injection control unit -,toyota,corolla,2008,2012,3,3,"53383800, 54434817, 60224931",373.0,355.2,414.4,1.0
mass air-flow sensor -,toyota,corolla,2008,2012,3,3,"53449533, 54036224, 54561934",71.0,71.0,71.0,1.0
other relay -,toyota,corolla,2019,2027,3,3,"54132421, 58710791, 66210039",35.5,29.6,35.5,1.0
other sensor-,skoda,octavia,2013,2020,3,3,"54618191, 54679054, 54687528",35.5,35.4,35.5,1.0
rear sensor -(exterior),toyota,corolla,2019,2027,3,3,"65402874, 65402876, 65594770",59.2,59.2,59.2,1.0
sensor abs -,toyota,corolla,1993,1997,3,3,"53835699, 53875465, 54568794",41.4,41.4,41.4,1.0
strut rear -(right rear),toyota,corolla,2002,2007,3,3,"54537330, 54611174, 54619116",35.5,35.5,47.4,1.0
"actuator loom - , e-",vw,golf,2013,2020,12,2,"59939593, 60647802",106.5,106.1,107.1,6.0
actuator loom -(left rear),toyota,corolla,2019,2027,12,2,"61772978, 62010243",67.45,67.3,67.8,6.0
"air-flow sensor - , e-",vw,golf,1998,2006,12,2,"53559706, 54378877",47.900000000000006,35.4,60.7,6.0
airbag krocksensor -,skoda,octavia,2013,2020,12,2,"56046798, 56413832",59.25,59.0,59.5,6.0
"airbag krocksensor - , e-",vw,golf,2013,2020,12,2,"62890188, 62890190",56.150000000000006,56.0,56.5,6.0
airbag krocksensor -(left front),skoda,octavia,2013,2020,12,2,"57768479, 59320194",59.25,59.0,59.5,6.0
alternator -,toyota,corolla,2013,2018,12,2,"54230860, 66395007",148.1,147.4,148.8,6.0
alternator bracket / accessories -,skoda,octavia,1996,2011,12,2,"54547947, 54564168",35.5,35.4,35.7,6.0
alternator bracket / accessories -,skoda,octavia,2005,2013,12,2,"53810041, 54166117",32.5,17.7,47.6,6.0
avgas temperaturgivare -,skoda,octavia,2005,2013,12,2,"53662597, 54468519",56.3,53.1,59.5,6.0
"avgas temperaturgivare - , e-",vw,golf,2004,2009,12,2,"54393455, 54399636",53.3,47.2,59.5,6.0
"avgas temperaturgivare - , e-",vw,golf,2009,2013,12,2,"54430147, 54430148",53.25,53.1,53.5,6.0
baklucka styrenhet -,skoda,octavia,2013,2020,12,2,"53439276, 59583086",106.55000000000001,94.4,119.0,6.0
battery box / fixing / holder -,skoda,octavia,2013,2020,12,2,"54013733, 54669794",35.55,35.4,35.7,6.0
"battery box / fixing / holder - , e-",vw,golf,2009,2013,12,2,"54410773, 64647714",35.5,35.4,35.7,6.0
battery box / fixing / holder -(front),skoda,octavia,2013,2020,12,2,"60253689, 61731608",35.55,35.4,35.7,6.0
"brake disc - , e-(front)",vw,golf,2013,2020,12,2,"54114896, 54125363",47.349999999999994,47.2,47.6,6.0
bränslepump styrenhet -,skoda,octavia,2005,2013,12,2,"53610225, 54428103",67.55,63.7,71.4,6.0
bränslepump styrenhet -,skoda,octavia,2020,2027,12,2,"65432379, 65558491",94.65,94.4,95.2,6.0
caliper bracket -(left rear),toyota,corolla,2002,2007,12,2,"62463270, 62648549",53.3,53.1,53.5,6.0
caliper bracket -(rear),skoda,octavia,2013,2020,12,2,"60539167, 60539177",56.25,56.0,56.5,6.0
carbon canister -,skoda,octavia,2005,2013,12,2,"53571584, 60226199",41.45,35.4,47.6,6.0
carbon canister -,skoda,octavia,2013,2020,12,2,"54616959, 54659769",47.349999999999994,47.2,47.6,6.0
carbon canister -,toyota,corolla,1993,1997,12,2,"53815841, 53832778",29.6,29.5,29.8,6.0
coil -,skoda,octavia,1996,2011,12,2,"54352603, 54536085",50.35,47.2,53.5,6.0
"coil - , e-",vw,golf,2013,2020,12,2,"65427076, 65427090",59.150000000000006,59.0,59.5,6.0
contact roll airbag -,skoda,octavia,2020,2027,12,2,"53606519, 54668978",177.7,176.9,178.5,6.0
"control unit xenon - , e-",vw,golf,2009,2013,12,2,"59860320, 59860322",165.7,165.1,166.6,6.0
"control unit xenon - , e-",vw,golf,2020,2027,12,2,"65421268, 65421272",177.5,176.9,178.5,6.0
crankshaft -,skoda,octavia,1996,2011,12,2,"54635161, 54635239",71.0,70.8,71.4,6.0
"cylinder head diesel - , e-",vw,golf,2004,2009,12,2,"54017432, 54027520",295.85,294.9,297.5,6.0
"dipstick - , e-",vw,golf,1998,2006,12,2,"53694786, 60220863",17.799999999999997,16.5,19.0,6.0
"engine block - , e-",vw,golf,1998,2006,12,2,"54100778, 54112903",50.35,47.2,53.5,6.0
fly wheel automat -,skoda,octavia,2005,2013,12,2,"53619181, 56874903",147.89999999999998,106.1,190.4,6.0
fly wheel automat -,skoda,octavia,2013,2020,12,2,"54221676, 56901591",139.0,94.4,184.4,6.0
"fly wheel manual - , e-",vw,golf,2009,2013,12,2,"53987010, 54166562",130.25,117.9,142.8,6.0
fuel injection pump -,skoda,octavia,2005,2013,12,2,"54582112, 62558824",142.0,141.5,142.8,6.0
fuel pump electric -,toyota,corolla,1998,2001,12,2,"54575104, 54584947",106.65,106.1,107.1,6.0
fuel tank injection -,skoda,octavia,1996,2011,12,2,"53656183, 53656387",89.5,89.2,90.0,6.0
fuel tank injection -,skoda,octavia,2005,2013,12,2,"58749525, 59101497",142.0,141.5,142.8,6.0
fuel tank injection -,toyota,corolla,2002,2007,12,2,"63181431, 64257752",165.9,165.1,166.6,6.0
gear box 5 speed -,skoda,octavia,2005,2013,12,2,"53376928, 53853245",946.6500000000001,943.5,952.0,6.0
"gear box bracket - , e-",vw,golf,2013,2020,12,2,"54044473, 55057785",47.349999999999994,47.2,47.6,6.0
gear box cushion -,skoda,octavia,2005,2013,12,2,"54024046, 54161379",32.6,29.5,35.7,6.0
gear box cushion -,skoda,octavia,2013,2020,12,2,"54040561, 54164982",32.6,29.5,35.7,6.0
"gear distributor box - , e-",vw,golf,2013,2020,12,2,"58360868, 63451851",1080.95,1061.5,1100.8,6.0
"hub rear - , e-(rear)",vw,golf,2004,2009,12,2,"54012202, 54012204",177.5,176.9,178.5,6.0
hub rear -(rear),skoda,octavia,1996,2011,12,2,"53721141, 53721194",142.0,141.5,142.8,6.0
"ignition module - , e-",vw,golf,1984,1991,12,2,"54542890, 54543482",17.75,17.7,17.8,6.0
injection control unit -,skoda,octavia,2005,2013,12,2,"53417014, 53445888",473.9,471.8,476.0,6.0
injection control unit -,skoda,octavia,2013,2020,12,2,"54042626, 54069029",473.9,471.8,476.0,6.0
knee -,toyota,corolla,2013,2018,12,2,"61094461, 66394997",296.2,294.9,297.5,6.0
"komfort styrdon - , e-",vw,golf,2009,2013,12,2,"54416798, 60920918",172.65,166.9,178.5,6.0
"ljusinställning lägesgivare - , e-",vw,golf,2013,2020,12,2,"55972746, 58950529",71.0,70.8,71.4,6.0
load air pressure transmitters -,skoda,octavia,2013,2020,12,2,"54040578, 54041499",35.5,35.4,35.7,6.0
"main cylinder - , e-",vw,golf,2009,2013,12,2,"64789477, 64823034",82.85,82.6,83.3,6.0
mass air-flow sensor -,skoda,octavia,2013,2020,12,2,"53520184, 61734037",88.85,82.6,95.2,6.0
"mass air-flow sensor - , e-",vw,golf,2004,2009,12,2,"54380915, 60226848",80.55,77.8,83.3,6.0
"motor bracket - , e-",vw,golf,2013,2020,12,2,"54044470, 59077572",56.3,53.1,59.5,6.0
motor cushion -,skoda,octavia,2013,2020,12,2,"54108276, 54154575",53.3,47.2,59.5,6.0
"motor cushion - , e-",vw,golf,2009,2013,12,2,"54055052, 54071481",59.150000000000006,59.0,59.5,6.0
"motor cushion - , e-",vw,golf,2013,2020,12,2,"53608557, 54166559",59.150000000000006,59.0,59.5,6.0
oil filter holder -,skoda,octavia,2005,2013,12,2,"54100759, 54208682",23.1,22.4,23.8,6.0
"other control unit - , e-",vw,golf,2009,2013,12,2,"54442843, 61385413",254.2,240.9,267.8,6.0
other relay -,skoda,octavia,1996,2011,12,2,"54508620, 54508624",23.7,23.6,23.8,6.0
other relay -,skoda,octavia,2005,2013,12,2,"54039164, 54039165",17.8,17.7,17.8,6.0
"parking control unit - , e-",vw,golf,2013,2020,12,2,"63387889, 66444857",79.35,73.1,85.7,6.0
piston / rod -,toyota,corolla,2008,2012,12,2,"56109857, 56109858",47.4,47.2,47.6,6.0
pulley -,skoda,octavia,2013,2020,12,2,"54241876, 54271847",59.150000000000006,59.0,59.5,6.0
"rear gear / diff. - , e-",vw,golf,1998,2006,12,2,"53403606, 53815272",867.6,825.6,910.3,6.0
"rear gear / diff. - , e-",vw,golf,2009,2013,12,2,"53365106, 62527580",864.65,825.6,904.4,6.0
"rear sensor - , e-",vw,golf,2004,2009,12,2,"53940481, 57388462",88.7,59.0,119.0,6.0
"sensor abs - , e-",vw,golf,2004,2009,12,2,"53919106, 53919107",59.150000000000006,59.0,59.5,6.0
sensor ac inner temperature -,skoda,octavia,2013,2020,12,2,"65877447, 65877448",23.7,23.6,23.8,6.0
steering wheel airbag -,skoda,octavia,2013,2020,12,2,"55173603, 59259235",414.65,412.8,416.5,6.0
steering wheel airbag -,skoda,octavia,2020,2027,12,2,"54666191, 64592441",444.15,412.8,476.0,6.0
"steering wheel airbag - , e-",vw,golf,2020,2027,12,2,"64675808, 65138597",532.5,530.7,535.5,6.0
strut rear -(left rear),toyota,corolla,2002,2007,12,2,"54423828, 62466708",50.9,42.5,59.5,6.0
"sump - , e-",vw,golf,2009,2013,12,2,"53393260, 54224930",109.55,106.1,113.0,6.0
"suspension - , e-(rear)",vw,golf,2004,2009,12,2,"64947839, 65057619",59.150000000000006,59.0,59.5,6.0
"suspension - , e-(rear)",vw,golf,2009,2013,12,2,"61159009, 61159010",59.150000000000006,59.0,59.5,6.0
suspension -(rear),skoda,octavia,2020,2027,12,2,"56665933, 56665934",47.349999999999994,47.2,47.6,6.0
tank lid -,skoda,octavia,2005,2013,12,2,"59705489, 66544168",51.8,47.2,56.5,6.0
tank transmitters -,skoda,octavia,1996,2011,12,2,"54343917, 54348909",41.4,41.3,41.6,6.0
tank transmitters -,toyota,corolla,1988,1992,12,2,"54346603, 54380818",35.55,35.4,35.7,6.0
