product_id,part_name,price,quality_grade,year,oem_number,engine_code,mileage,brand,model,category,subcategory,scrape_date
60058715,ABS Hydraulipumppu,450.0,A2,2019-2027,4707047090ALKUPER,2ZRFXE,119000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
66424690,ABS Hydraulipumppu,450.0,A2,2019-2027,4707047090ALKUPER,2ZRFXE,66000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
66456417,ABS Hydraulipumppu,427.5,A2,2019-2027,4707047090ALKUPER,2ZRFXE,62000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
54151616,ABS Hydraulipumppu,370.0,A1,2019-2027,47070-47070ALKUPER,,18000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
54063593,ABS Hydraulipumppu,350.0,A2,2008-2012,44540-02080ALKUPER,1ZRFE,77000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
54556265,ABS Hydraulipumppu,350.0,A2,2008-2012,44540-02190ALKUPER,1NDTV,232000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
54586417,ABS Hydraulipumppu,250.0,A2,2002-2007,FI15710056O,,134000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
56798552,ABS Hydraulipumppu,250.0,A2,2008-2012,44540-02360,1ZRFAE,97000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
53685056,ABS Hydraulipumppu,225.0,A2,2008-2012,44050-02430ALKUPER,1ZRFAE,200000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
54573754,ABS Hydraulipumppu,250.0,A2,2002-2007,FI15710056O,,124000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
55593606,ABS Hydraulipumppu,200.0,A2,2002-2007,44510-02050ALKUPER,4ZZFE,130000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
53728071,ABS Hydraulipumppu,200.0,A2,1998-2001,FI02154548O,,164000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
54552749,ABS Hydraulipumppu,200.0,A2,2002-2007,44510-02050ALKUPER,,241000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
59181925,ABS Hydraulipumppu,200.0,A2,1998-2001,89541-02020ALKUPER,,580000,Toyota,Corolla,Jarrut,ABS Hydraulipumppu,2026-01-31
