part_name,brand,model,year_start,year_end,listing_count,mean_price,median_price,std_price,price_variance,coefficient_of_variation,min_price,max_price,price_range
sump-,toyota,corolla,1983,1987,1,23.6,23.6,,,,23.6,23.6,0.0
"suspension- , e-(rear)",vw,golf,2020,2027,1,59.2,59.2,,,,59.2,59.2,0.0
tank lid -,toyota,corolla,1993,1997,1,35.5,35.5,,,,35.5,35.5,0.0
tank lid -(right rear),skoda,octavia,2013,2020,1,59.1,59.1,,,,59.1,59.1,0.0
tank lid-,toyota,corolla,2008,2012,1,47.4,47.4,,,,47.4,47.4,0.0
tank transmitters -,toyota,corolla,2008,2012,1,35.5,35.5,,,,35.5,35.5,0.0
trailing link rear -(left rear lower),toyota,corolla,2019,2027,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(left rear),toyota,corolla,2019,2027,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(left upper),toyota,corolla,2019,2027,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(right rear lower),toyota,corolla,2019,2027,1,71.0,71.0,,,,71.0,71.0,0.0
trailing link rear -(right rear),toyota,corolla,2019,2027,1,71.0,71.0,,,,71.0,71.0,0.0
"trailing link rear- , e-(right rear upper)",vw,golf,2004,2009,1,47.4,47.4,,,,47.4,47.4,0.0
"trailing link rear- , e-(right upper)",vw,golf,2013,2020,1,47.4,47.4,,,,47.4,47.4,0.0
"trailing link rear- , e-(right)",vw,golf,2004,2009,1,77.0,77.0,,,,77.0,77.0,0.0
"trailing link rear- , e-(right)",vw,golf,2009,2013,1,82.9,82.9,,,,82.9,82.9,0.0
"trailing link rear- , e-(right)",vw,golf,2020,2027,1,94.7,94.7,,,,94.7,94.7,0.0
trailing link rear-(right rear lower),skoda,octavia,2005,2013,1,83.0,83.0,,,,83.0,83.0,0.0
"wheel bearing spindle shaft - , e-(left rear)",vw,golf,2009,2013,1,200.6,200.6,,,,200.6,200.6,0.0
wheel bearing spindle shaft-(right rear),toyota,corolla,2019,2027,1,206.5,206.5,,,,206.5,206.5,0.0
wiper arm motor relay-,toyota,corolla,2008,2012,1,32.0,32.0,,,,32.0,32.0,0.0
